Name,Phone,Address,Website,Category,Keyword,Location,TimeZone,IdStatus
Remax,4157858175,"100 Larkspur Landing CirLarkspur, CA 94939",http://www.remax.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Hometown Realtors,5308881248,"4360 Burt LnAuburn, CA 95602",http://www.searshometownstores.com/locations/auburn-ca,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Coldwell Banker,5597397777,"1750 W Walnut AveVisalia, CA 93277",,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Re/Max,7145339508,"11524 Alondra BlvdNorwalk, CA 90650",,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Poway Realty,8587483536,"565 Pearl St Ste 100La Jolla, CA 92037",http://greenvalleyrealty.net/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Re/Max,2093706200,"1949 W Kettleman LnLodi, CA 95242",http://www.remax.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Coldwell Banker,8556713645,"3252 Bonita RdChula Vista, CA 91910",https://www.coldwellbanker.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Coldwell Banker,6509417040,"161 S San Antonio RdLos Altos, CA 94022",https://www.coldwellbanker.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Pearson Realty,5304587788,"550 Market StColusa, CA 95932",http://www.pearsonrealtycolusa.com/,"Real Estate Agents, Real Estate Investing",Real Estate,CA,PST,Lead
Coldwell Banker,6505586800,"San Mateo, CA 94401",http://www.coldwellbanker.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Re/Max,8884076374,"1564 Elizabeth StRedlands, CA 92373",http://www.remax.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Coldwell Banker,7609342562,"PO Box 1059Mammoth Lakes, CA 93546",https://www.coldwellbanker.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Coldwell Banker,4153392339,"1 Harbor DrSausalito, CA 94965",https://www.coldwellbanker.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Coldwell Banker,8882169257,"300 W Grand Ave Ste 205Escondido, CA 92025",https://www.coldwellbanker.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Heritage Real Estate Group,8052431650,"2215 Ventura BlvdCamarillo, CA 93010",,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Coldwell Banker,7072621000,"102 S Main StLakeport, CA 95453",http://www.coldwellbanker.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Coldwell Banker,3104563638,"23676 Malibu RdMalibu, CA 90265",http://www.coldwellbanker.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Remax,8884076374,"2720 Central AveMckinleyville, CA 95519",http://www.remax.com/,"Real Estate Agents, Real Estate Loans",Real Estate,CA,PST,Lead
Coldwell Banker,8316262223,"17 Mile Drive At Palmero Po Box 1111Pebble Beach, CA 93953",https://www.coldwellbanker.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Oak Glen Realty Inc,4082265812,"17875 Monterey StMorgan Hill, CA 95037",,"Real Estate Agents, Commercial Real Estate",Real Estate,CA,PST,Lead
Coldwell Banker,9497150311,"660 N Coast HwyLaguna Beach, CA 92651",http://www.coldwellbanker.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Coldwell Banker,7145997600,"2901 W Macarthur Blvd Ste 201Santa Ana, CA 92704",http://www.coldwellbanker.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Coldwell Banker,9252534600,"5 Moraga WayOrinda, CA 94563",,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Morro Bay Realty,8057727305,"805 Main StMorro Bay, CA 93442",,"Real Estate Agents, Real Estate Management",Real Estate,CA,PST,Lead
Allied Commercial Real Estate,9097864300,"3100 E Cedar St Ste 7Ontario, CA 91761",http://www.alliedcommercialrealestate.com/,"Real Estate Agents, Real Estate Rental Service",Real Estate,CA,PST,Lead
Re/Max,8882169257,"6950 Navajo RdSan Diego, CA 92119",http://www.remax.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Equity Group,5597328800,"420 N Court StVisalia, CA 93291",http://www.equitygroupinc.com/,"Real Estate Agents, Real Estate Management",Real Estate,CA,PST,Lead
Pfingst Realty,9163621166,"2521 Garden HwySacramento, CA 95833",,"Real Estate Agents, Real Estate Management",Real Estate,CA,PST,Lead
Allied Brokers Real Estate,9258468116,"830A Main StPleasanton, CA 94566",,"Real Estate Agents, Real Estate Investing",Real Estate,CA,PST,Lead
LANDMARK REAL ESTATE SERVICES,8182402000,"750 Fairmont AveGlendale, CA 91203",,"Real Estate Agents, Real Estate Investing",Real Estate,CA,PST,Lead
Doud Associates Inc.,3239690171,"3535 Cahuenga Blvd W Ste 204aLos Angeles, CA 90068",http://www.martinianlaw.com/,"Real Estate Agents, Real Estate Management",Real Estate,CA,PST,Lead
Docter & Docter Realtors Inc,2094788121,"1212 W Robinhood Dr Ste 3dStockton, CA 95207",,"Real Estate Agents, Commercial Real Estate",Real Estate,CA,PST,Lead
Re/Max,8884076374,"60 Eagle Rock Way Ste BBrentwood, CA 94513",http://www.contracostapropertyfinder.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Remax,7143671300,"6056 Beach BlvdBuena Park, CA 90621",http://www.remax.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Coldwell Banker,5305877474,"17400 Northwoods Blvd Ste BTruckee, CA 96161",http://www.coldwellbanker.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Hal Schlegel Remax Realty,7142831414,"225 N State College BlvdAnaheim, CA 92806",http://www.remax.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Yurosek Realty,6613213140,"1903 Mineral CtBakersfield, CA 93308",,"Real Estate Agents, Commercial Real Estate",Real Estate,CA,PST,Lead
Re/Max,8884076374,"5263 Royal Oaks DrOroville, CA 95966",,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Remax Executive,2095750231,"3425 Coffee RdModesto, CA 95355",http://www.remax.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Vintage Club Sales,7603465566,"75005 Vintage Dr WIndian Wells, CA 92210",http://vintageclubsales.com/,"Real Estate Agents, Real Estate Consultants",Real Estate,CA,PST,Lead
Remax,9093075665,"34100 County Line RdYucaipa, CA 92399",https://www.remax.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Sharp Homes By The Sea,7143157518,"7931 Professional CirHuntington Beach, CA 92648",http://www.sharphomesbythesea.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Re/Max,5306617777,"30 W Main StWoodland, CA 95695",,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Storm's Front Properties,4154952222,"601 4th St Unit 120San Francisco, CA 94107",http://stormsfront.com/,"Real Estate Agents, Real Estate Consultants",Real Estate,CA,PST,Lead
Remax,8884076374,"43832 20th St WLancaster, CA 93534",https://remaxallpro.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Coldwell Banker,4152219939,"660 16th Ave Apt 3San Francisco, CA 94118",,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Tri Property Management,9166694500,"2209 Plaza Drive, Suite 100Rocklin, CA 95765",,"Real Estate Agents, Real Estate Management",Real Estate,CA,PST,Lead
Re/Max,8884076374,"9421 Canter CtJurupa Valley, CA 92509",http://www.remax.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Cbre,4157720123,"101 California St 44th FloorSan Francisco, CA 94111",http://www.cbre.com/,"Real Estate Agents, Real Estate Consultants",Real Estate,CA,PST,Lead
Langford Properties,9497219363,"1400 Newport Center Dr Ste 100Newport Beach, CA 92660",http://www.langfordproperties.com/,"Real Estate Agents, Commercial Real Estate",Real Estate,CA,PST,Lead
RC Realty of San Diego,8585666160,"9932 Mercy Rd Ste 101San Diego, CA 92129",https://www.rcrealtysd.com/,"Real Estate Agents, Real Estate Consultants",Real Estate,CA,PST,Lead
Century 21 Hilltop,8884076374,"2595 strearnssimi valley, CA 93063",,"Real Estate Agents, Real Estate Investing",Real Estate,CA,PST,Lead
Jr Parrish,8314762222,"9000 Soquel AveSanta Cruz, CA 95062",http://www.jrparrish.com/,"Real Estate Agents, Real Estate Management",Real Estate,CA,PST,Lead
A To B Home Loans & Realty,4086264800,"1500 E Hamilton AveCampbell, CA 95008",http://www.atobrealty.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Re/Max,2099624080,"18688 Main StGroveland, CA 95321",http://www.pinemtnlake.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Bella MIA Real Estate,8316381553,"321 San Felipe Rd Suite 14Hollister, CA 95023",http://www.bellamiarealestate.com/,"Real Estate Agents, Real Estate Management",Real Estate,CA,PST,Lead
Coldwell Banker,8189035854,"12930 Ventura BlvdStudio City, CA 91604",https://www.tammyjerome.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Re/Max,8188895523,"1884 Mesa Ridge AveWestlake Village, CA 91362",,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Remax,6266830300,"1055 E Colorado Blvd Ste 5128Pasadena, CA 91106",,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
TCR Group,9094769600,"8250 White Oak Ave Ste 102Rancho Cucamonga, CA 91730",,"Real Estate Agents, Real Estate Referral & Information Service",Real Estate,CA,PST,Lead
Re/Max,9093480471,"20855 Golden Springs DrWalnut, CA 91789",http://www.remax.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Coldwell Banker,8183475119,"5701 Jumilla AveWoodland Hills, CA 91367",,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
United Realty Group,8773938648,"380 S Melrose Dr Ste 103Vista, CA 92081",http://fullcommission.org/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Coldwell Banker,8556713645,"1116 1st StCoronado, CA 92118",https://www.coldwellbanker.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Crissman Commercial Services,6612959300,"24262 Walnut StNewhall, CA 91321",http://www.crissmancommercial.com/,"Real Estate Agents, Investment Advisory Service",Real Estate,CA,PST,Lead
Cline Company,5308881000,"470 Nevada StAuburn, CA 95603",http://www.clinecompany.com/,"Real Estate Agents, Commercial Real Estate",Real Estate,CA,PST,Lead
Archers Homes,4083205261,"560 S Winchester Blvd Ste 500San Jose, CA 95128",http://www.archershomes.com/,"Real Estate Agents, Real Estate Investing",Real Estate,CA,PST,Lead
Coldwell Banker,8889886851,"14010 Midland RdPoway, CA 92064",,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Jonilonis George Realtor,8772121294,"3536 Ashford StSan Diego, CA 92111",,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Evergreen Realty & Legal Services,5306777788,"3521 Foxmore LnRescue, CA 95672",,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Coldwell Banker,8316262221,"104 Dunecrest AveMonterey, CA 93940",http://coldwellbanker.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Coldwell Banker,5305425555,"2196 Lake Tahoe BlvdSouth Lake Tahoe, CA 96150",http://www.coldwellbanker.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Coldwell Banker,9517279200,"8304 Limonite Ave Ste MJurupa Valley, CA 92509",,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Coldwell Banker,3105211000,"638 W 9th StSan Pedro, CA 90731",https://bancwise.com/contact,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Sweet Home Realty,7078258888,"1193 G StArcata, CA 95521",http://www.sweethomerealty.com/,"Real Estate Agents, Real Estate Referral & Information Service",Real Estate,CA,PST,Lead
Brookhollow,7148503900,"151 Kalmus Drive, Suite F1Costa Mesa, CA 92626",http://www.brookhollow.co/,"Real Estate Agents, Real Estate Management",Real Estate,CA,PST,Lead
Re/Max,8884076374,"1660 E Mission RdFallbrook, CA 92028",http://www.remax.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Remax,5594725115,"1615 Shaw AveClovis, CA 93611",http://fresnoclovishouses.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Remax,9098619985,"1411 S Diamond Bar BlvdDiamond Bar, CA 91765",http://cynthiadaniels.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Re/Max,8884076374,"150 Paularino Ave Ste 125Costa Mesa, CA 92626",,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Harland Property Management,8583670343,"7660 Fay Ave Ste NLa Jolla, CA 92037",https://www.harlandpropertymanagement.com/,"Real Estate Agents, Real Estate Management",Real Estate,CA,PST,Lead
Pinnacle Estate Properties,8189937370,"9137 Reseda BlvdNorthridge, CA 91324",http://www.pinnacleestate.com/,"Real Estate Agents, Real Estate Management",Real Estate,CA,PST,Lead
Coldwell Banker,4154352208,"553 San Rafael AveBelvedere Tiburon, CA 94920",,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Coldwell Banker,2095774747,"220 Standiford AveModesto, CA 95350",http://www.coldwellbanker.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Teri Copeland   Realtor@L.A. Realty,3103090345,Serving theCA Area,,"Real Estate Agents, Real Estate Investing",Real Estate,CA,PST,Lead
California Property,5594471978,"1341 W Bullard Ave Ste 5Fresno, CA 93711",,"Real Estate Agents, Real Estate Investing",Real Estate,CA,PST,Lead
Glenda Bibbs-Sea Lion Real Estate,5622645522,"1860 Obispo AveSignal Hill, CA 90755",,"Real Estate Agents, Financial Planning Consultants",Real Estate,CA,PST,Lead
RE/MAX Showcase,8884076374,"13425 Ventura BlvdSherman Oaks, CA 91423",http://showcase.california.remax.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Ridgeview Realty Investments,6266643579,"Altadena, CA 91001",http://www.ridgeviewrealty.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
"BETTINA HELTZEL, REALTOR KELLER WILLIAMS",9098786141,"41693 Big Bear BlvdBig Bear Lake, CA 92315",,"Real Estate Agents, Real Estate Appraisers",Real Estate,CA,PST,Lead
Re/Max,8884076374,"901 E Walnut StPasadena, CA 91106",http://www.remax.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Britton W J & Co.,4159341151,"1345 Mission StSan Francisco, CA 94103",,"Real Estate Agents, Real Estate Management",Real Estate,CA,PST,Lead
Re/Max,8884076374,"6802 Westminster BlvdWestminster, CA 92683",http://www.remax.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Remax,8884076374,"1215 Washington StCalistoga, CA 94515",,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Jeff Blacker Realtor-HOM Southeby's,7604085075,"500 S Palm Canyon Dr Ste 101Palm Springs, CA 92264",http://www.jeffblacker.com/,"Real Estate Agents, Commercial Real Estate",Real Estate,CA,PST,Lead
Team Spirit Realty,3103780441,"22410 Hawthorne BlvdTorrance, CA 90505",,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Coldwell Banker,9093955400,"537 N Euclid AveOntario, CA 91762",http://www.coldwellbanker.com/office/id/58704,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Intero Real Estate Services,9259376050,"1992 Tice Valley BlvdWalnut Creek, CA 94595",http://www.mmcdcorp.com/,"Real Estate Agents, Real Estate Consultants",Real Estate,CA,PST,Lead
Remax,7076438000,"16433 Monterey St Ste 3Morgan Hill, CA 95037",,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Re/Max,8884076374,"2095 Golden Centre LnRancho Cordova, CA 95670",http://www.remax.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
LLW Properties,7074554200,"169 Leisure WayVacaville, CA 95687",http://www.llwproperties.com/,"Real Estate Agents, Real Estate Management",Real Estate,CA,PST,Lead
Coldwell Banker,5596422100,"40282 Highway 41 Ste 7Oakhurst, CA 93644",http://www.coldwellbanker.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Remax Marina Realty,8884076374,"101 2nd StPetaluma, CA 94952",https://www.remax.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Prudential Real Estate,8059284321,"2605 S Miller StSanta Maria, CA 93455",http://berkshirehathawayhs.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Trident Realty Group,8587779817,"6106 Innovation wayCarlsbad, CA 92009",,"Real Estate Agents, Real Estate Rental Service",Real Estate,CA,PST,Lead
Coldwell Banker,5629611300,"5540 E 7th StLong Beach, CA 90804",https://www.coldwellbanker.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
So Cal Commercial Real Estate,6266961472,"224 S Fair Oaks Ave # 300Pasadena, CA 91105",,"Real Estate Agents, Real Estate Developers",Real Estate,CA,PST,Lead
Remax,9495520788,"5394 Walnut AveIrvine, CA 92604",http://www.remax.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Green Forest Escrow,5629235000,"8236 3rd StDowney, CA 90241",,"Real Estate Agents, Escrow Service",Real Estate,CA,PST,Lead
Atwork Properties Inc.,5302212476,"2295 Hilltop DrRedding, CA 96002",http://atworkproperties.com/,"Real Estate Agents, Real Estate Management",Real Estate,CA,PST,Lead
Coldwell Banker,3105440303,"600 Deep Valley DrRolling Hills Estates, CA 90274",http://www.coldwellbanker.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Coldwell Banker,9093975638,"1740 Gillette Rd Ste 102Pomona, CA 91768",http://www.coldwellbanker.com/office/id/58856,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Coldwell Banker,5105835400,"21060 Redwood RdCastro Valley, CA 94546",http://www.coldwellbanker.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
IRN Realty - Mark Cheng,6262031396,"556 Las Tunas Dr Ste 101Arcadia, CA 91007",http://www.irnrealty.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Re/Max,2098799066,"4598 S Tracy BlvdTracy, CA 95377",http://www.remax.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Stroyke Properties,3105459595,"920 Manhattan Beach Blvd Ste 4Manhattan Beach, CA 90266",http://www.stroykeproperties.com/,"Real Estate Agents, Real Estate Management",Real Estate,CA,PST,Lead
Coldwell Banker,3104421390,"11611 San Vicente BlvdLos Angeles, CA 90049",https://www.coldwellbanker.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Coldwell Banker,9494989797,"31111 Rancho Viejo RdSan Juan Capistrano, CA 92675",,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
